EarthPod Sensor Log
Created: Thu Jul 16 01:17:27 2020

Measurement Time,Time Step (s),Temperature (C),Humidity (%),Light (lux),Pressure (kPa),Interrupt Counter (counts/time step),Wind (m/s),Airflow (m/s),Airflow Ambient Temp (C),Airflow Error
Thu Sep 17 04:10:17 2020,6.212,33.881,24.501,3.04,96.616570312,0,0.0,0.136,48.47,0
Thu Sep 17 04:10:24 2020,6.209,33.839,25.231,3.04,96.615976562,0,0.0,0.135,48.46,0
Thu Sep 17 04:10:31 2020,6.206,33.881,25.379,3.04,96.614570312,0,0.0,0.128,48.73,0
Thu Sep 17 04:10:38 2020,6.209,33.874,24.884,3.05,96.615976562,0,0.0,0.128,48.76,0
Thu Sep 17 04:10:45 2020,6.21,33.886,24.494,3.04,96.617699218,0,0.0,0.128,48.78,0
Thu Sep 17 04:10:52 2020,6.208,33.859,24.905,3.04,96.615128906,0,0.0,0.129,48.86,0
Thu Sep 17 04:10:59 2020,6.206,33.881,24.494,3.06,96.615277343,0,0.0,0.138,48.64,0
Thu Sep 17 04:11:06 2020,6.208,33.793,25.253,3.04,96.618214843,0,0.0,0.135,48.71,0
Thu Sep 17 04:11:13 2020,6.205,33.851,24.589,3.06,96.616476562,0,0.0,0.132,48.77,0
Thu Sep 17 04:11:21 2020,6.206,33.834,25.387,3.06,96.619441406,0,0.0,0.136,48.63,0
Thu Sep 17 04:11:28 2020,6.206,33.871,25.422,3.04,96.616875,0,0.0,0.13,48.88,0
Thu Sep 17 04:11:35 2020,6.206,33.829,25.268,3.05,96.619035156,0,0.0,0.131,48.83,0
Thu Sep 17 04:11:42 2020,6.207,33.791,25.352,3.04,96.618261718,0,0.0,0.129,48.89,0
Thu Sep 17 04:11:49 2020,6.209,33.733,25.03,3.05,96.614808593,0,0.0,0.132,48.8,0
Thu Sep 17 04:11:56 2020,6.203,33.761,24.369,3.05,96.6160625,0,0.0,0.138,48.47,0
Thu Sep 17 04:12:03 2020,6.208,33.813,24.932,3.05,96.616707031,0,0.0,0.129,48.85,0
Thu Sep 17 04:12:10 2020,6.21,33.811,24.006,3.04,96.617296875,0,0.0,0.135,48.63,0
Thu Sep 17 04:12:17 2020,6.205,33.798,24.224,3.06,96.617726562,0,0.0,0.138,48.49,0
Thu Sep 17 04:12:24 2020,6.205,33.786,23.973,3.04,96.6183125,0,0.0,0.138,48.57,0
Thu Sep 17 04:12:31 2020,6.207,33.703,24.319,3.05,96.617941406,0,0.0,0.132,48.82,0
Thu Sep 17 04:12:38 2020,6.206,33.735,24.214,3.06,96.619097656,0,0.0,0.13,48.86,0
Thu Sep 17 04:12:45 2020,6.206,33.738,24.282,3.04,96.619441406,0,0.0,0.126,49.0,0
Thu Sep 17 04:12:52 2020,6.211,33.846,24.345,3.05,96.617820312,0,0.0,0.136,48.67,0
Thu Sep 17 04:12:59 2020,6.209,33.844,24.572,3.04,96.618140625,0,0.0,0.152,47.87,0
Thu Sep 17 04:13:06 2020,6.204,33.977,24.546,3.05,96.621925781,0,0.0,0.129,48.76,0
Thu Sep 17 04:13:13 2020,6.207,34.03,24.499,3.04,96.618085937,0,0.0,0.14,48.38,0
Thu Sep 17 04:13:20 2020,6.208,33.927,24.656,3.05,96.619441406,0,0.0,0.154,47.86,0
Thu Sep 17 04:13:27 2020,6.207,34.02,24.798,3.04,96.620183593,0,0.0,0.165,47.43,0
Thu Sep 17 04:13:34 2020,6.209,34.088,23.927,3.05,96.62253125,0,0.0,0.145,48.02,0
Thu Sep 17 04:13:41 2020,6.208,34.095,24.508,3.06,96.619875,0,0.0,0.138,48.18,0
Thu Sep 17 04:13:48 2020,6.206,34.073,24.217,3.07,96.618472656,0,0.0,0.135,48.36,0
Thu Sep 17 04:13:55 2020,6.21,33.934,24.792,3.04,96.619804687,0,0.0,0.13,48.58,0
Thu Sep 17 04:14:02 2020,6.206,33.932,24.363,3.04,96.620554687,0,0.0,0.137,48.4,0
Thu Sep 17 04:14:09 2020,6.208,33.834,24.002,3.03,96.620390625,0,0.0,0.16,47.67,0
Thu Sep 17 04:14:16 2020,6.209,33.816,24.65,3.05,96.620289062,0,0.0,0.147,47.99,0
Thu Sep 17 04:14:23 2020,6.209,33.728,23.699,3.04,96.619097656,0,0.0,0.152,47.81,0
Thu Sep 17 04:14:31 2020,6.205,33.7,24.171,3.03,96.617941406,0,0.0,0.158,47.56,0
Thu Sep 17 04:14:38 2020,6.21,33.834,24.38,3.04,96.618609375,0,0.0,0.168,47.3,0
Thu Sep 17 04:14:45 2020,6.207,33.831,24.137,3.05,96.619152343,0,0.0,0.145,47.89,0
Thu Sep 17 04:14:52 2020,6.207,33.889,24.765,3.06,96.62103125,0,0.0,0.179,46.61,0
Thu Sep 17 04:14:59 2020,6.21,33.982,24.485,3.06,96.621757812,0,0.0,0.163,47.19,0
Thu Sep 17 04:15:06 2020,6.207,34.005,25.65,3.07,96.622347656,0,0.0,0.145,47.74,0
Thu Sep 17 04:15:13 2020,6.205,34.063,25.593,3.05,96.622410156,0,0.0,0.138,47.97,0
Thu Sep 17 04:15:20 2020,6.207,34.131,25.253,3.06,96.623324218,0,0.0,0.133,48.22,0
Thu Sep 17 04:15:27 2020,6.205,34.194,23.936,3.07,96.622855468,0,0.0,0.128,48.42,0
Thu Sep 17 04:15:34 2020,6.208,34.191,23.953,3.04,96.620765625,0,0.0,0.121,48.71,0
Thu Sep 17 04:15:41 2020,6.209,34.209,24.226,3.06,96.620609375,0,0.0,0.121,48.77,0
Thu Sep 17 04:15:48 2020,6.208,34.231,24.438,3.07,96.622359375,0,0.0,0.124,48.79,0
Thu Sep 17 04:15:55 2020,6.207,34.274,24.876,3.04,96.62259375,0,0.0,0.118,49.08,0
Thu Sep 17 04:16:02 2020,6.206,34.191,23.684,3.05,96.620300781,0,0.0,0.124,48.81,0
Thu Sep 17 04:16:09 2020,6.206,34.244,23.524,3.06,96.623042968,0,0.0,0.123,49.0,0
Thu Sep 17 04:16:16 2020,6.204,34.226,23.553,3.07,96.622867187,0,0.0,0.121,49.08,0
Thu Sep 17 04:16:23 2020,6.209,34.153,24.092,3.04,96.626007812,0,0.0,0.127,48.95,0
Thu Sep 17 04:16:30 2020,6.207,34.05,23.248,3.02,96.626085937,0,0.0,0.134,48.75,0
Thu Sep 17 04:16:37 2020,6.207,33.957,24.54,3.06,96.624417968,0,0.0,0.129,48.84,0
Thu Sep 17 04:16:44 2020,6.21,33.939,24.902,3.06,96.626082031,0,0.0,0.126,48.96,0
Thu Sep 17 04:16:51 2020,6.209,33.962,24.171,3.04,96.627472656,0,0.0,0.124,49.06,0
Thu Sep 17 04:16:58 2020,6.208,33.959,24.118,3.05,96.626640625,0,0.0,0.121,49.14,0
Thu Sep 17 04:17:05 2020,6.214,33.982,23.616,3.06,96.62584375,0,0.0,0.125,49.14,0
Thu Sep 17 04:17:12 2020,6.208,34.0,23.458,3.06,96.624773437,0,0.0,0.131,48.98,0
Thu Sep 17 04:17:19 2020,6.206,33.972,23.68,3.05,96.6274375,0,0.0,0.124,49.17,0
Thu Sep 17 04:17:26 2020,6.211,33.944,23.339,3.04,96.625097656,0,0.0,0.125,49.17,0
Thu Sep 17 04:17:33 2020,6.206,33.917,23.561,3.05,96.627722656,0,0.0,0.126,49.11,0
Thu Sep 17 04:17:40 2020,6.209,33.889,24.279,3.04,96.627980468,0,0.0,0.127,49.14,0
Thu Sep 17 04:17:48 2020,6.21,33.861,24.534,3.04,96.628300781,0,0.0,0.126,49.12,0
Thu Sep 17 04:17:55 2020,6.206,33.879,23.266,3.05,96.628730468,0,0.0,0.13,49.07,0
Thu Sep 17 04:18:02 2020,6.207,33.881,23.957,3.06,96.630695312,0,0.0,0.129,49.13,0
Thu Sep 17 04:18:09 2020,6.21,33.869,24.157,3.04,96.629964843,0,0.0,0.136,48.96,0
Thu Sep 17 04:18:16 2020,6.207,33.801,24.116,3.05,96.629929687,0,0.0,0.14,48.68,0
Thu Sep 17 04:18:23 2020,6.208,33.844,24.279,3.05,96.630585937,0,0.0,0.137,48.91,0
Thu Sep 17 04:18:30 2020,6.206,33.836,24.559,3.05,96.629371093,0,0.0,0.141,48.67,0
Thu Sep 17 04:18:37 2020,6.208,33.813,23.806,3.04,96.627535156,0,0.0,0.151,48.21,0
Thu Sep 17 04:18:44 2020,6.205,33.801,24.351,3.05,96.630949218,0,0.0,0.15,48.21,0
Thu Sep 17 04:18:51 2020,6.211,33.798,24.182,3.04,96.633042968,0,0.0,0.142,48.39,0
Thu Sep 17 04:18:58 2020,6.204,33.771,23.982,3.05,96.630542968,0,0.0,0.141,48.46,0
Thu Sep 17 04:19:05 2020,6.205,33.773,24.176,3.06,96.627636718,0,0.0,0.137,48.7,0
Thu Sep 17 04:19:12 2020,6.21,33.74,23.551,3.06,96.630433593,0,0.0,0.137,48.62,0
Thu Sep 17 04:19:19 2020,6.204,33.713,24.322,3.05,96.629304687,0,0.0,0.132,48.8,0
Thu Sep 17 04:19:26 2020,6.206,33.791,23.921,3.05,96.629925781,0,0.0,0.136,48.67,0
Thu Sep 17 04:19:33 2020,6.207,33.703,24.2,3.06,96.62940625,0,0.0,0.138,48.6,0
Thu Sep 17 04:19:40 2020,6.208,33.69,24.861,3.05,96.628839843,0,0.0,0.14,48.56,0
Thu Sep 17 04:19:47 2020,6.205,33.723,24.087,3.05,96.631398437,0,0.0,0.133,48.76,0
Thu Sep 17 04:19:54 2020,6.209,33.69,24.671,3.06,96.630890625,0,0.0,0.139,48.62,0
Thu Sep 17 04:20:01 2020,6.208,33.642,24.719,3.04,96.630582031,0,0.0,0.133,48.75,0
Thu Sep 17 04:20:08 2020,6.207,33.65,24.736,3.03,96.632796875,0,0.0,0.137,48.71,0
Thu Sep 17 04:20:15 2020,6.21,33.607,25.073,3.04,96.632617187,0,0.0,0.137,48.7,0
Thu Sep 17 04:20:22 2020,6.209,33.615,24.388,3.03,96.632039062,0,0.0,0.14,48.55,0
Thu Sep 17 04:20:29 2020,6.208,33.612,24.636,3.02,96.635203125,0,0.0,0.136,48.73,0
Thu Sep 17 04:20:36 2020,6.207,33.68,23.997,3.14,96.632828125,0,0.0,0.132,48.97,0
Thu Sep 17 04:20:43 2020,6.207,33.703,24.765,3.13,96.633394531,0,0.0,0.133,48.95,0
Thu Sep 17 04:20:50 2020,6.205,33.665,24.205,3.12,96.631625,0,0.0,0.124,49.27,0
Thu Sep 17 04:20:58 2020,6.208,33.667,25.247,3.13,96.631273437,0,0.0,0.123,49.36,0
Thu Sep 17 04:21:05 2020,6.206,33.67,24.54,3.12,96.633429687,0,0.0,0.126,49.33,0
Thu Sep 17 04:21:12 2020,6.208,33.592,25.177,3.11,96.63459375,0,0.0,0.151,48.59,0
Thu Sep 17 04:21:19 2020,6.209,33.574,25.068,3.12,96.6345,0,0.0,0.144,48.78,0
Thu Sep 17 04:21:26 2020,6.206,33.506,24.871,3.12,96.633390625,0,0.0,0.144,48.64,0
Thu Sep 17 04:21:33 2020,6.208,33.378,25.169,3.13,96.634828125,0,0.0,0.138,48.77,0
Thu Sep 17 04:21:40 2020,6.208,33.325,25.628,3.11,96.636753906,0,0.0,0.133,48.92,0
Thu Sep 17 04:21:47 2020,6.205,33.363,24.647,3.11,96.635070312,0,0.0,0.134,48.99,0
Thu Sep 17 04:21:54 2020,6.207,33.401,25.213,3.13,96.637429687,0,0.0,0.136,48.97,0
Thu Sep 17 04:22:01 2020,6.209,33.363,25.282,3.12,96.635757812,0,0.0,0.131,49.09,0
Thu Sep 17 04:22:08 2020,6.206,33.401,25.033,3.13,96.635386718,0,0.0,0.128,49.27,0
Thu Sep 17 04:22:15 2020,6.206,33.403,24.946,3.13,96.633753906,0,0.0,0.132,49.21,0
Thu Sep 17 04:22:22 2020,6.21,33.426,25.354,3.13,96.633355468,0,0.0,0.13,49.32,0
Thu Sep 17 04:22:29 2020,6.207,33.423,25.343,3.11,96.635410156,0,0.0,0.129,49.38,0
Thu Sep 17 04:22:36 2020,6.209,33.496,24.752,3.12,96.636757812,0,0.0,0.126,49.45,0
Thu Sep 17 04:22:43 2020,6.207,33.589,25.035,3.13,96.637003906,0,0.0,0.128,49.38,0
Thu Sep 17 04:22:50 2020,6.205,33.632,24.847,3.13,96.635609375,0,0.0,0.133,49.33,0
Thu Sep 17 04:22:57 2020,6.206,33.604,24.815,3.13,96.635398437,0,0.0,0.171,48.12,0
Thu Sep 17 04:23:04 2020,6.208,33.607,24.832,3.14,96.636484375,0,0.0,0.137,48.98,0
Thu Sep 17 04:23:11 2020,6.207,33.554,24.983,3.14,96.633039062,0,0.0,0.145,48.77,0
Thu Sep 17 04:23:18 2020,6.206,33.481,24.932,3.12,96.6353125,0,0.0,0.156,48.31,0
Thu Sep 17 04:23:25 2020,6.211,33.428,24.977,3.14,96.634269531,0,0.0,0.147,48.63,0
Thu Sep 17 04:23:32 2020,6.207,33.36,25.381,3.14,96.637503906,0,0.0,0.148,48.59,0
Thu Sep 17 04:23:39 2020,6.208,33.307,25.157,3.15,96.642164062,0,0.0,0.151,48.42,0
Thu Sep 17 04:23:46 2020,6.209,33.27,24.746,3.14,96.641023437,0,0.0,0.156,48.1,0
Thu Sep 17 04:23:53 2020,6.207,33.202,25.163,3.12,96.642101562,0,0.0,0.151,48.29,0
Thu Sep 17 04:24:00 2020,6.206,33.174,25.454,3.12,96.644539062,0,0.0,0.147,48.34,0
Thu Sep 17 04:24:07 2020,6.207,33.187,24.665,3.13,96.644636718,0,0.0,0.145,48.35,0
Thu Sep 17 04:24:15 2020,6.209,33.204,26.318,3.12,96.647992187,0,0.0,0.142,48.51,0
Thu Sep 17 04:24:22 2020,6.204,33.257,25.871,3.13,96.641101562,0,0.0,0.134,48.76,0
Thu Sep 17 04:24:29 2020,6.207,33.406,24.609,3.14,96.640226562,0,0.0,0.134,48.87,0
Thu Sep 17 04:24:36 2020,6.205,33.463,24.134,3.13,96.640714843,0,0.0,0.135,48.85,0
Thu Sep 17 04:24:43 2020,6.207,33.617,24.948,3.12,96.637511718,0,0.0,0.132,48.98,0
Thu Sep 17 04:24:50 2020,6.209,33.64,24.867,3.12,96.6358125,0,0.0,0.126,49.13,0
Thu Sep 17 04:24:57 2020,6.205,33.698,23.999,3.14,96.638117187,0,0.0,0.134,49.02,0
Thu Sep 17 04:25:04 2020,6.206,33.589,24.44,3.12,96.636617187,0,0.0,0.129,49.15,0
Thu Sep 17 04:25:11 2020,6.208,33.587,23.623,3.12,96.637308593,0,0.0,0.134,49.03,0
Thu Sep 17 04:25:18 2020,6.205,33.519,24.754,3.12,96.638625,0,0.0,0.137,48.97,0
Thu Sep 17 04:25:25 2020,6.208,33.471,24.896,3.13,96.638109375,0,0.0,0.134,49.02,0
Thu Sep 17 04:25:32 2020,6.209,33.453,24.549,3.12,96.636222656,0,0.0,0.14,48.71,0
Thu Sep 17 04:25:39 2020,6.208,33.395,25.216,3.14,96.639160156,0,0.0,0.139,48.8,0
Thu Sep 17 04:25:46 2020,6.205,33.328,24.9,3.13,96.641238281,0,0.0,0.136,48.93,0
Thu Sep 17 04:25:53 2020,6.211,33.385,24.151,3.13,96.640484375,0,0.0,0.132,49.09,0
Thu Sep 17 04:26:00 2020,6.206,33.458,25.074,3.14,96.642722656,0,0.0,0.133,49.12,0
Thu Sep 17 04:26:07 2020,6.205,33.466,24.725,3.13,96.644328125,0,0.0,0.131,49.34,0
Thu Sep 17 04:26:14 2020,6.21,33.448,24.085,3.14,96.642554687,0,0.0,0.13,49.24,0
Thu Sep 17 04:26:21 2020,6.208,33.451,24.963,3.14,96.641320312,0,0.0,0.131,49.2,0
Thu Sep 17 04:26:28 2020,6.205,33.438,24.949,3.12,96.644710937,0,0.0,0.137,49.09,0
Thu Sep 17 04:26:35 2020,6.208,33.441,24.938,3.13,96.643046875,0,0.0,0.137,49.07,0
Thu Sep 17 04:26:42 2020,6.21,33.453,25.593,3.13,96.64165625,0,0.0,0.133,49.1,0
Thu Sep 17 04:26:49 2020,6.208,33.461,25.326,3.13,96.644210937,0,0.0,0.132,49.21,0
Thu Sep 17 04:26:56 2020,6.209,33.443,24.467,3.14,96.64265625,0,0.0,0.155,48.35,0
Thu Sep 17 04:27:03 2020,6.21,33.385,25.677,3.12,96.643957031,0,0.0,0.197,46.95,0
Thu Sep 17 04:27:10 2020,6.206,33.388,25.382,3.14,96.647257812,0,0.0,0.186,47.06,0
Thu Sep 17 04:27:17 2020,6.207,33.411,25.515,3.13,96.646144531,0,0.0,0.172,47.18,0
Thu Sep 17 04:27:25 2020,6.233,33.448,25.563,3.14,96.645703125,0,0.0,0.175,47.11,0
Thu Sep 17 04:27:32 2020,6.208,33.446,24.581,3.15,96.64396875,0,0.0,0.147,47.97,0
Thu Sep 17 04:27:39 2020,6.21,33.428,24.525,3.13,96.645710937,0,0.0,0.139,48.26,0
Thu Sep 17 04:27:46 2020,6.207,33.431,25.418,3.13,96.643007812,0,0.0,0.151,47.95,0
Thu Sep 17 04:27:53 2020,6.206,33.509,24.708,3.12,96.640945312,0,0.0,0.167,47.21,0
Thu Sep 17 04:28:00 2020,6.209,33.617,25.726,3.13,96.639859375,0,0.0,0.143,47.84,0
Thu Sep 17 04:28:07 2020,6.205,33.776,26.094,3.12,96.640507812,0,0.0,0.144,47.97,0
Thu Sep 17 04:28:14 2020,6.207,33.844,25.463,3.12,96.639671875,0,0.0,0.144,48.02,0
Thu Sep 17 04:28:21 2020,6.205,33.977,25.624,3.13,96.642621093,0,0.0,0.168,47.17,0
Thu Sep 17 04:28:28 2020,6.205,34.005,25.604,3.13,96.643261718,0,0.0,0.163,46.93,0
Thu Sep 17 04:28:35 2020,6.206,34.063,25.99,3.12,96.641515625,0,0.0,0.189,46.23,0
Thu Sep 17 04:28:42 2020,6.21,34.09,24.859,3.14,96.640089843,0,0.0,0.158,47.27,0
Thu Sep 17 04:28:49 2020,6.207,34.133,24.882,3.12,96.639664062,0,0.0,0.16,46.93,0
Thu Sep 17 04:28:56 2020,6.207,34.211,24.67,3.12,96.6408125,0,0.0,0.151,47.29,0
Thu Sep 17 04:29:03 2020,6.207,34.173,23.927,3.12,96.639328125,0,0.0,0.15,47.39,0
Thu Sep 17 04:29:10 2020,6.206,33.939,24.151,3.12,96.640183593,0,0.0,0.166,46.94,0
Thu Sep 17 04:29:17 2020,6.208,33.72,23.075,3.14,96.642773437,0,0.0,0.157,47.13,0
Thu Sep 17 04:29:24 2020,6.209,33.501,24.105,3.14,96.638160156,0,0.0,0.204,45.55,0
Thu Sep 17 04:29:31 2020,6.204,33.348,24.33,3.14,96.642738281,0,0.0,0.201,45.85,0
Thu Sep 17 04:29:38 2020,6.212,33.239,24.288,3.13,96.646085937,0,0.0,0.261,43.81,0
Thu Sep 17 04:29:45 2020,6.207,33.131,23.527,3.14,96.645234375,0,0.0,0.272,43.11,0
Thu Sep 17 04:29:52 2020,6.208,33.068,22.769,3.15,96.645445312,0,0.0,0.212,44.94,0
Thu Sep 17 04:29:59 2020,6.209,33.136,22.727,3.13,96.64684375,0,0.0,0.243,44.06,0
Thu Sep 17 04:30:06 2020,6.21,33.189,23.239,3.12,96.646363281,0,0.0,0.176,45.87,0
Thu Sep 17 04:30:13 2020,6.205,33.297,24.781,3.12,96.648667968,0,0.0,0.151,47.01,0
Thu Sep 17 04:30:20 2020,6.209,33.315,22.979,3.12,96.646023437,0,0.0,0.154,47.03,0
Thu Sep 17 04:30:27 2020,6.209,33.393,23.356,3.13,96.644355468,0,0.0,0.144,47.53,0
Thu Sep 17 04:30:35 2020,6.208,33.431,23.681,3.11,96.64684375,0,0.0,0.138,47.83,0
Thu Sep 17 04:30:42 2020,6.208,33.504,22.926,3.12,96.645277343,0,0.0,0.131,48.2,0
Thu Sep 17 04:30:49 2020,6.207,33.521,24.377,3.13,96.646324218,0,0.0,0.14,48.09,0
Thu Sep 17 04:30:56 2020,6.207,33.484,23.747,3.13,96.646207031,0,0.0,0.198,46.28,0
Thu Sep 17 04:31:03 2020,6.205,33.401,24.234,3.12,96.646980468,0,0.0,0.138,47.86,0
Thu Sep 17 04:31:10 2020,6.21,33.403,24.501,3.04,96.646804687,0,0.0,0.236,44.95,0
Thu Sep 17 04:31:17 2020,6.209,33.355,24.017,3.06,96.651199218,0,0.0,0.156,46.99,0
Thu Sep 17 04:31:24 2020,6.208,33.277,24.168,3.06,96.647324218,0,0.0,0.16,47.17,0
Thu Sep 17 04:31:31 2020,6.21,33.214,24.865,3.05,96.645289062,0,0.0,0.198,45.76,0
Thu Sep 17 04:31:38 2020,6.207,33.312,24.574,3.05,96.645601562,0,0.0,0.143,47.6,0
Thu Sep 17 04:31:45 2020,6.209,33.32,24.179,3.04,96.648097656,0,0.0,0.151,47.43,0
Thu Sep 17 04:31:52 2020,6.209,33.282,24.263,3.05,96.648214843,0,0.0,0.138,47.82,0
Thu Sep 17 04:31:59 2020,6.204,33.31,24.148,3.07,96.647957031,0,0.0,0.135,47.99,0
Thu Sep 17 04:32:06 2020,6.209,33.378,23.979,3.03,96.64709375,0,0.0,0.125,48.35,0
Thu Sep 17 04:32:13 2020,6.207,33.471,24.011,3.05,96.645867187,0,0.0,0.128,48.25,0
Thu Sep 17 04:32:20 2020,6.208,33.579,24.058,3.06,96.644996093,0,0.0,0.128,48.32,0
Thu Sep 17 04:32:27 2020,6.206,33.637,24.02,3.06,96.646472656,0,0.0,0.124,48.47,0
Thu Sep 17 04:32:34 2020,6.212,33.73,24.226,3.05,96.6455,0,0.0,0.125,48.56,0
Thu Sep 17 04:32:41 2020,6.206,33.753,23.751,3.07,96.646152343,0,0.0,0.125,48.67,0
Thu Sep 17 04:32:48 2020,6.209,33.781,24.012,3.06,96.6450625,0,0.0,0.121,48.76,0
Thu Sep 17 04:32:55 2020,6.209,33.688,24.093,3.06,96.643890625,0,0.0,0.129,48.61,0
Thu Sep 17 04:33:02 2020,6.209,33.554,24.04,3.05,96.648226562,0,0.0,0.138,48.33,0
Thu Sep 17 04:33:09 2020,6.206,33.476,24.432,3.04,96.649179687,0,0.0,0.132,48.49,0
Thu Sep 17 04:33:16 2020,6.208,33.297,24.259,3.04,96.647972656,0,0.0,0.138,48.3,0
Thu Sep 17 04:33:23 2020,6.204,33.249,25.198,3.06,96.648976562,0,0.0,0.145,48.04,0
Thu Sep 17 04:33:30 2020,6.207,33.141,24.888,3.05,96.649449218,0,0.0,0.156,47.74,0
Thu Sep 17 04:33:37 2020,6.209,33.063,23.577,3.06,96.647125,0,0.0,0.147,47.91,0
Thu Sep 17 04:33:45 2020,6.209,33.126,25.016,3.04,96.648625,0,0.0,0.133,48.46,0
Thu Sep 17 04:33:52 2020,6.206,33.219,24.45,3.05,96.645101562,0,0.0,0.127,48.73,0
Thu Sep 17 04:33:59 2020,6.207,33.292,24.607,3.06,96.647644531,0,0.0,0.129,48.73,0
Thu Sep 17 04:34:06 2020,6.205,33.365,25.094,3.06,96.647910156,0,0.0,0.151,47.98,0
Thu Sep 17 04:34:13 2020,6.207,33.479,24.952,3.04,96.650101562,0,0.0,0.142,48.22,0
Thu Sep 17 04:34:20 2020,6.212,33.572,25.244,3.05,96.650933593,0,0.0,0.155,47.82,0
Thu Sep 17 04:34:27 2020,6.205,33.665,25.386,3.06,96.649101562,0,0.0,0.147,48.02,0
Thu Sep 17 04:34:34 2020,6.206,33.728,25.762,3.06,96.649460937,0,0.0,0.14,48.27,0
Thu Sep 17 04:34:41 2020,6.21,33.745,25.596,3.04,96.647707031,0,0.0,0.17,47.36,0
Thu Sep 17 04:34:48 2020,6.208,33.713,25.167,3.04,96.6474375,0,0.0,0.134,48.39,0
Thu Sep 17 04:34:55 2020,6.207,33.65,24.986,3.05,96.648238281,0,0.0,0.14,48.29,0
Thu Sep 17 04:35:02 2020,6.207,33.385,25.36,3.05,96.648417968,0,0.0,0.143,48.16,0
Thu Sep 17 04:35:09 2020,6.205,33.287,23.872,3.06,96.650289062,0,0.0,0.143,48.13,0
Thu Sep 17 04:35:16 2020,6.205,33.144,23.507,3.05,96.650953125,0,0.0,0.144,48.06,0
Thu Sep 17 04:35:23 2020,6.208,33.126,24.308,3.04,96.650992187,0,0.0,0.147,47.93,0
Thu Sep 17 04:35:30 2020,6.207,33.053,24.087,3.05,96.649457031,0,0.0,0.169,47.31,0
Thu Sep 17 04:35:37 2020,6.209,33.025,24.317,3.04,96.651792968,0,0.0,0.138,48.25,0
Thu Sep 17 04:35:44 2020,6.209,33.149,24.313,3.03,96.651828125,0,0.0,0.134,48.45,0
Thu Sep 17 04:35:51 2020,6.209,33.212,24.565,3.02,96.651074218,0,0.0,0.126,48.77,0
Thu Sep 17 04:35:58 2020,6.205,33.255,24.652,3.03,96.651484375,0,0.0,0.129,48.81,0
Thu Sep 17 04:36:05 2020,6.21,33.322,25.135,3.03,96.649847656,0,0.0,0.138,48.49,0
Thu Sep 17 04:36:12 2020,6.21,33.3,24.108,3.03,96.652324218,0,0.0,0.138,48.48,0
Thu Sep 17 04:36:19 2020,6.206,33.222,25.608,3.02,96.650777343,0,0.0,0.138,48.51,0
Thu Sep 17 04:36:26 2020,6.208,33.179,24.627,3.02,96.653253906,0,0.0,0.141,48.43,0
Thu Sep 17 04:36:33 2020,6.209,33.081,24.806,3.04,96.652371093,0,0.0,0.145,48.22,0
Thu Sep 17 04:36:40 2020,6.205,32.962,25.024,3.04,96.652585937,0,0.0,0.149,48.02,0
Thu Sep 17 04:36:47 2020,6.207,32.9,26.551,3.03,96.651152343,0,0.0,0.15,47.99,0
Thu Sep 17 04:36:54 2020,6.209,32.847,26.068,3.03,96.650507812,0,0.0,0.146,48.11,0
Thu Sep 17 04:37:02 2020,6.205,32.779,26.515,3.03,96.650992187,0,0.0,0.154,47.86,0
Thu Sep 17 04:37:09 2020,6.209,32.65,26.48,3.05,96.652613281,0,0.0,0.157,47.79,0
Thu Sep 17 04:37:16 2020,6.207,32.643,25.608,3.04,96.650421875,0,0.0,0.151,47.86,0
Thu Sep 17 04:37:23 2020,6.207,32.686,25.778,3.05,96.650429687,0,0.0,0.151,47.96,0
Thu Sep 17 04:37:30 2020,6.207,32.658,26.686,3.03,96.652234375,0,0.0,0.143,48.22,0
Thu Sep 17 04:37:37 2020,6.205,32.711,27.236,3.03,96.649191406,0,0.0,0.139,48.39,0
Thu Sep 17 04:37:44 2020,6.208,32.743,26.56,3.02,96.6500625,0,0.0,0.138,48.46,0
Thu Sep 17 04:37:51 2020,6.208,32.786,26.721,3.04,96.651402343,0,0.0,0.135,48.54,0
Thu Sep 17 04:37:58 2020,6.208,32.854,26.301,3.04,96.651484375,0,0.0,0.135,48.63,0
Thu Sep 17 04:38:05 2020,6.208,32.806,26.44,3.05,96.652316406,0,0.0,0.137,48.71,0
Thu Sep 17 04:38:12 2020,6.21,32.814,26.637,3.04,96.650175781,0,0.0,0.129,48.9,0
Thu Sep 17 04:38:19 2020,6.205,32.947,26.242,3.05,96.65209375,0,0.0,0.13,48.93,0
Thu Sep 17 04:38:26 2020,6.207,33.025,26.85,3.05,96.654050781,0,0.0,0.169,47.66,0
Thu Sep 17 04:38:33 2020,6.209,33.139,26.956,3.04,96.652136718,0,0.0,0.145,48.17,0
Thu Sep 17 04:38:40 2020,6.208,33.101,26.518,3.03,96.649554687,0,0.0,0.14,48.4,0
Thu Sep 17 04:38:47 2020,6.205,33.108,27.127,3.02,96.654515625,0,0.0,0.14,48.35,0
Thu Sep 17 04:38:54 2020,6.21,33.192,27.25,3.03,96.653996093,0,0.0,0.147,48.2,0
Thu Sep 17 04:39:01 2020,6.205,33.068,27.127,3.04,96.6533125,0,0.0,0.196,46.34,0
Thu Sep 17 04:39:08 2020,6.206,33.0,27.168,3.05,96.65171875,0,0.0,0.167,47.03,0
