EarthPod Sensor Log
Created: Thu Jul 16 01:17:27 2020

Measurement Time,Time Step (s),Temperature (C),Humidity (%),Light (lux),Pressure (kPa),Interrupt Counter (counts/time step),Wind (m/s),Airflow (m/s),Airflow Ambient Temp (C),Airflow Error
Wed Sep 16 22:17:28 2020,6.208,42.248,16.937,7708.16,96.726332031,0,0.0,0.414,47.99,0
Wed Sep 16 22:17:35 2020,6.208,42.16,16.13,7649.28,96.722773437,0,0.0,0.38,49.09,0
Wed Sep 16 22:17:42 2020,6.209,41.966,16.21,7592.96,96.724253906,0,0.0,0.38,48.94,0
Wed Sep 16 22:17:49 2020,6.206,41.978,17.185,7841.28,96.723109375,0,0.0,0.42,47.58,0
Wed Sep 16 22:17:56 2020,6.209,42.001,15.734,7828.48,96.72278125,0,0.0,0.609,46.65,0
Wed Sep 16 22:18:03 2020,6.21,41.973,16.728,7841.28,96.721464843,0,0.0,0.579,46.66,0
Wed Sep 16 22:18:10 2020,6.209,42.011,16.943,7879.68,96.722785156,0,0.0,0.68,46.26,0
Wed Sep 16 22:18:17 2020,6.21,42.054,17.356,7956.48,96.72375,0,0.0,0.417,46.78,0
Wed Sep 16 22:18:24 2020,6.208,42.046,17.529,8071.68,96.724777343,0,0.0,0.401,48.31,0
Wed Sep 16 22:18:31 2020,6.207,41.958,19.508,7969.28,96.724234375,0,0.0,0.591,48.0,0
Wed Sep 16 22:18:38 2020,6.209,41.749,18.215,7966.72,96.723792968,0,0.0,0.593,47.72,0
Wed Sep 16 22:18:45 2020,6.208,41.611,17.274,7933.44,96.721769531,0,0.0,0.417,48.04,0
Wed Sep 16 22:18:52 2020,6.208,41.613,17.803,7882.24,96.722140625,0,0.0,0.279,52.09,0
Wed Sep 16 22:18:59 2020,6.205,41.631,17.875,7884.8,96.721324218,0,0.0,0.239,53.69,0
Wed Sep 16 22:19:06 2020,6.207,41.588,17.428,7861.76,96.724222656,0,0.0,0.188,55.31,0
Wed Sep 16 22:19:13 2020,6.209,41.752,17.189,7877.12,96.725003906,0,0.0,0.318,51.49,0
Wed Sep 16 22:19:20 2020,6.208,41.84,17.419,7833.6,96.722121093,0,0.0,0.343,50.35,0
Wed Sep 16 22:19:27 2020,6.209,42.009,18.229,7813.12,96.721257812,0,0.0,0.181,55.23,0
Wed Sep 16 22:19:35 2020,6.207,42.077,18.826,7764.48,96.71996875,0,0.0,0.233,54.66,0
Wed Sep 16 22:19:42 2020,6.208,42.029,19.276,7831.04,96.720492187,0,0.0,0.281,53.04,0
Wed Sep 16 22:19:49 2020,6.207,41.971,18.978,7764.48,96.721320312,0,0.0,0.321,51.36,0
Wed Sep 16 22:19:56 2020,6.206,41.888,17.134,7667.2,96.722195312,0,0.0,0.294,52.27,0
Wed Sep 16 22:20:03 2020,6.21,41.764,16.674,7677.44,96.720128906,0,0.0,0.287,52.61,0
Wed Sep 16 22:20:10 2020,6.211,41.752,18.925,7674.88,96.71971875,0,0.0,0.305,52.09,0
Wed Sep 16 22:20:17 2020,6.205,41.628,17.825,7654.4,96.719121093,0,0.0,0.625,47.0,0
Wed Sep 16 22:20:24 2020,6.207,41.636,17.228,7674.88,96.717800781,0,0.0,0.565,46.88,0
Wed Sep 16 22:20:31 2020,6.205,41.689,17.025,7690.24,96.718996093,0,0.0,0.483,47.82,0
Wed Sep 16 22:20:38 2020,6.207,41.782,16.423,7639.04,96.716851562,0,0.0,0.672,46.48,0
Wed Sep 16 22:20:45 2020,6.208,41.79,15.377,7690.24,96.7186875,0,0.0,0.486,46.2,0
Wed Sep 16 22:20:52 2020,6.206,41.807,16.658,7705.6,96.717523437,0,0.0,0.406,46.84,0
Wed Sep 16 22:20:59 2020,6.206,41.84,17.272,7662.08,96.717832031,0,0.0,0.556,46.69,0
Wed Sep 16 22:21:06 2020,6.208,41.777,15.071,7703.04,96.716171875,0,0.0,0.602,46.25,0
Wed Sep 16 22:21:13 2020,6.207,41.784,15.921,7710.72,96.717003906,0,0.0,0.395,46.81,0
Wed Sep 16 22:21:20 2020,6.207,41.832,16.966,7720.96,96.719335937,0,0.0,0.35,48.97,0
Wed Sep 16 22:21:27 2020,6.209,41.875,16.174,7767.04,96.71734375,0,0.0,0.234,53.44,0
Wed Sep 16 22:21:34 2020,6.209,41.948,16.358,7784.96,96.717066406,0,0.0,0.216,54.43,0
Wed Sep 16 22:21:41 2020,6.206,41.966,16.577,7808.0,96.71715625,0,0.0,0.247,53.63,0
Wed Sep 16 22:21:48 2020,6.211,42.039,16.358,7731.2,96.716835937,0,0.0,0.208,54.83,0
Wed Sep 16 22:21:55 2020,6.209,42.071,17.037,7708.16,96.717507812,0,0.0,0.492,48.89,0
Wed Sep 16 22:22:02 2020,6.206,42.094,14.32,7790.08,96.717417968,0,0.0,0.196,55.05,0
Wed Sep 16 22:22:09 2020,6.208,42.172,15.359,7802.88,96.717832031,0,0.0,0.171,56.28,0
Wed Sep 16 22:22:16 2020,6.21,42.19,15.007,7795.2,96.719757812,0,0.0,0.326,51.88,0
Wed Sep 16 22:22:23 2020,6.206,42.268,15.53,7815.68,96.717347656,0,0.0,0.199,55.39,0
Wed Sep 16 22:22:30 2020,6.21,42.285,15.296,7795.2,96.714410156,0,0.0,0.188,56.26,0
Wed Sep 16 22:22:37 2020,6.207,42.313,15.481,7828.48,96.713761718,0,0.0,0.179,56.85,0
Wed Sep 16 22:22:44 2020,6.206,42.442,16.386,7846.4,96.71625,0,0.0,0.162,57.61,0
Wed Sep 16 22:22:52 2020,6.208,42.479,17.52,7838.72,96.716441406,0,0.0,0.266,54.45,0
Wed Sep 16 22:22:59 2020,6.21,42.432,16.661,7874.56,96.716023437,0,0.0,0.218,55.8,0
Wed Sep 16 22:23:06 2020,6.207,42.369,16.909,7930.88,96.716929687,0,0.0,0.187,57.19,0
Wed Sep 16 22:23:13 2020,6.209,42.386,18.87,7961.6,96.715460937,0,0.0,0.202,56.54,0
Wed Sep 16 22:23:20 2020,6.208,42.243,20.086,8002.56,96.718347656,0,0.0,0.203,56.78,0
Wed Sep 16 22:23:27 2020,6.208,42.21,21.983,8046.08,96.720375,0,0.0,0.34,52.5,0
Wed Sep 16 22:23:34 2020,6.209,42.112,20.278,8071.68,96.716738281,0,0.0,0.343,52.09,0
Wed Sep 16 22:23:41 2020,6.208,41.983,19.194,8107.52,96.715210937,0,0.0,0.228,54.26,0
Wed Sep 16 22:23:48 2020,6.207,41.845,17.605,8194.56,96.717609375,0,0.0,0.279,53.38,0
Wed Sep 16 22:23:55 2020,6.207,41.762,16.963,8235.52,96.718515625,0,0.0,0.281,53.59,0
Wed Sep 16 22:24:02 2020,6.207,41.79,17.529,8276.48,96.717507812,0,0.0,0.422,49.63,0
Wed Sep 16 22:24:09 2020,6.209,41.837,16.334,8399.36,96.715945312,0,0.0,0.299,52.79,0
Wed Sep 16 22:24:16 2020,6.208,41.724,16.497,8532.48,96.717519531,0,0.0,0.281,53.51,0
Wed Sep 16 22:24:23 2020,6.208,41.812,15.586,8645.12,96.715832031,0,0.0,0.241,54.59,0
Wed Sep 16 22:24:30 2020,6.208,41.865,15.646,8775.68,96.715105468,0,0.0,0.195,56.01,0
Wed Sep 16 22:24:37 2020,6.21,42.039,16.642,8911.36,96.713886718,0,0.0,0.169,57.01,0
Wed Sep 16 22:24:44 2020,6.208,42.263,16.336,8896.0,96.716664062,0,0.0,0.177,56.98,0
Wed Sep 16 22:24:51 2020,6.208,42.371,15.888,8908.8,96.718304687,0,0.0,0.165,57.45,0
Wed Sep 16 22:24:58 2020,6.209,42.484,16.674,8931.84,96.716824218,0,0.0,0.246,55.07,0
Wed Sep 16 22:25:05 2020,6.209,42.598,16.688,8913.92,96.715316406,0,0.0,0.313,52.46,0
Wed Sep 16 22:25:12 2020,6.207,42.54,15.93,8942.08,96.716535156,0,0.0,0.252,53.67,0
Wed Sep 16 22:25:19 2020,6.209,42.452,15.782,8921.6,96.716488281,0,0.0,0.218,55.93,0
Wed Sep 16 22:25:26 2020,6.211,42.439,15.783,8867.84,96.716511718,0,0.0,0.454,49.33,0
Wed Sep 16 22:25:33 2020,6.205,42.437,15.803,8808.96,96.715902343,0,0.0,0.454,48.55,0
Wed Sep 16 22:25:40 2020,6.208,42.479,17.282,8739.84,96.717195312,0,0.0,0.355,50.19,0
Wed Sep 16 22:25:47 2020,6.21,42.729,16.004,8647.68,96.715210937,0,0.0,0.159,57.12,0
Wed Sep 16 22:25:54 2020,6.206,42.943,16.156,8568.32,96.709917968,0,0.0,0.356,50.33,0
Wed Sep 16 22:26:02 2020,6.211,43.026,15.983,8483.84,96.709316406,0,0.0,0.324,50.84,0
Wed Sep 16 22:26:09 2020,6.209,43.225,15.893,8371.2,96.712042968,0,0.0,0.257,53.64,0
Wed Sep 16 22:26:16 2020,6.209,43.313,15.278,8289.28,96.710453125,0,0.0,0.197,56.23,0
Wed Sep 16 22:26:23 2020,6.209,43.401,15.048,8248.32,96.709714843,0,0.0,0.155,57.28,0
Wed Sep 16 22:26:30 2020,6.208,43.489,15.611,8248.32,96.710203125,0,0.0,0.181,57.35,0
Wed Sep 16 22:26:37 2020,6.21,43.507,15.597,8248.32,96.7116875,0,0.0,0.226,55.91,0
Wed Sep 16 22:26:44 2020,6.208,43.549,16.722,8330.24,96.713835937,0,0.0,0.148,58.66,0
Wed Sep 16 22:26:51 2020,6.207,43.663,14.877,8186.88,96.712546875,0,0.0,0.175,58.05,0
Wed Sep 16 22:26:58 2020,6.208,43.675,16.456,8412.16,96.710566406,0,0.0,0.246,55.59,0
Wed Sep 16 22:27:05 2020,6.211,43.512,16.143,8222.72,96.711066406,0,0.0,0.219,56.73,0
Wed Sep 16 22:27:12 2020,6.206,43.393,18.891,8035.84,96.711535156,0,0.0,0.335,53.09,0
Wed Sep 16 22:27:19 2020,6.209,43.345,17.306,7946.24,96.710316406,0,0.0,0.371,51.09,0
Wed Sep 16 22:27:26 2020,6.211,43.247,16.816,8000.0,96.710371093,0,0.0,0.438,49.88,0
Wed Sep 16 22:27:33 2020,6.207,43.129,16.876,7887.36,96.708980468,0,0.0,0.267,54.94,0
Wed Sep 16 22:27:40 2020,6.207,43.121,16.45,7953.92,96.708453125,0,0.0,0.749,48.8,0
Wed Sep 16 22:27:47 2020,6.208,42.928,16.729,7720.96,96.707644531,0,0.0,0.784,46.81,0
Wed Sep 16 22:27:54 2020,6.207,42.819,16.954,7741.44,96.707949218,0,0.0,0.465,48.82,0
Wed Sep 16 22:28:01 2020,6.207,42.721,16.442,7918.08,96.706664062,0,0.0,0.381,48.66,0
Wed Sep 16 22:28:08 2020,6.207,42.865,16.294,7761.92,96.705097656,0,0.0,0.381,48.03,0
Wed Sep 16 22:28:15 2020,6.206,42.837,16.317,7761.92,96.706171875,0,0.0,0.412,49.09,0
Wed Sep 16 22:28:22 2020,6.206,42.804,16.206,7815.68,96.71021875,0,0.0,0.597,48.09,0
Wed Sep 16 22:28:29 2020,6.211,42.817,15.634,7818.24,96.709320312,0,0.0,0.284,52.16,0
Wed Sep 16 22:28:36 2020,6.209,42.829,17.753,7861.76,96.710515625,0,0.0,0.386,49.98,0
Wed Sep 16 22:28:43 2020,6.208,42.635,18.014,7884.8,96.709042968,0,0.0,0.441,49.24,0
Wed Sep 16 22:28:50 2020,6.208,42.532,17.573,7818.24,96.710828125,0,0.0,0.428,49.25,0
Wed Sep 16 22:28:57 2020,6.207,42.474,18.472,7884.8,96.711070312,0,0.0,0.263,53.72,0
Wed Sep 16 22:29:04 2020,6.208,42.22,18.299,7889.92,96.709957031,0,0.0,0.396,50.3,0
Wed Sep 16 22:29:12 2020,6.208,42.152,18.896,7854.08,96.710902343,0,0.0,0.385,49.58,0
Wed Sep 16 22:29:19 2020,6.207,41.933,15.623,7884.8,96.706992187,0,0.0,0.408,49.44,0
Wed Sep 16 22:29:26 2020,6.207,41.84,16.65,7902.72,96.706800781,0,0.0,0.305,51.73,0
Wed Sep 16 22:29:33 2020,6.208,41.878,17.72,7938.56,96.709800781,0,0.0,0.614,48.14,0
Wed Sep 16 22:29:40 2020,6.209,41.85,18.82,8099.84,96.707933593,0,0.0,0.412,49.23,0
Wed Sep 16 22:29:47 2020,6.205,41.928,17.884,8002.56,96.709597656,0,0.0,0.458,48.84,0
Wed Sep 16 22:29:54 2020,6.208,41.643,17.947,8000.0,96.707640625,0,0.0,0.425,48.89,0
Wed Sep 16 22:30:01 2020,6.209,41.581,17.945,8030.72,96.709925781,0,0.0,0.465,48.8,0
Wed Sep 16 22:30:08 2020,6.206,41.497,17.581,8028.16,96.705722656,0,0.0,0.314,50.99,0
Wed Sep 16 22:30:15 2020,6.209,41.515,17.695,8071.68,96.707382812,0,0.0,0.284,52.26,0
Wed Sep 16 22:30:22 2020,6.208,41.523,18.304,8133.12,96.706644531,0,0.0,0.264,52.61,0
Wed Sep 16 22:30:29 2020,6.206,41.636,17.988,8115.2,96.706015625,0,0.0,0.241,54.14,0
Wed Sep 16 22:30:36 2020,6.209,41.694,17.248,8074.24,96.708394531,0,0.0,0.307,52.14,0
Wed Sep 16 22:30:43 2020,6.206,41.701,18.894,8166.4,96.7045,0,0.0,0.24,54.35,0
Wed Sep 16 22:30:50 2020,6.205,41.774,17.544,8074.24,96.704988281,0,0.0,0.3,52.15,0
Wed Sep 16 22:30:57 2020,6.209,41.933,17.625,8296.96,96.70903125,0,0.0,0.319,52.35,0
Wed Sep 16 22:31:04 2020,6.209,41.946,17.004,8253.44,96.702894531,0,0.0,0.393,50.28,0
Wed Sep 16 22:31:11 2020,6.208,41.948,18.067,8258.56,96.707253906,0,0.0,0.405,48.82,0
Wed Sep 16 22:31:18 2020,6.208,41.991,17.492,8704.0,96.709625,0,0.0,0.35,51.16,0
Wed Sep 16 22:31:25 2020,6.205,42.009,17.9,8888.32,96.705292968,0,0.0,0.372,50.17,0
Wed Sep 16 22:31:32 2020,6.209,41.84,17.007,8529.92,96.706367187,0,0.0,0.314,51.39,0
Wed Sep 16 22:31:39 2020,6.209,41.762,17.976,8593.92,96.706980468,0,0.0,0.286,53.2,0
Wed Sep 16 22:31:46 2020,6.207,41.769,17.59,8519.68,96.704789062,0,0.0,0.406,49.81,0
Wed Sep 16 22:31:53 2020,6.207,41.706,18.064,8514.56,96.705292968,0,0.0,0.265,53.8,0
Wed Sep 16 22:32:00 2020,6.21,41.815,19.006,8394.24,96.704449218,0,0.0,0.324,51.67,0
Wed Sep 16 22:32:07 2020,6.206,41.772,17.414,8524.8,96.705324218,0,0.0,0.489,49.18,0
Wed Sep 16 22:32:14 2020,6.209,41.709,16.876,8445.44,96.703851562,0,0.0,0.575,48.5,0
Wed Sep 16 22:32:22 2020,6.209,41.696,18.006,8378.88,96.703085937,0,0.0,0.431,49.09,0
Wed Sep 16 22:32:29 2020,6.21,41.568,17.84,8294.4,96.706058593,0,0.0,0.338,50.56,0
Wed Sep 16 22:32:36 2020,6.207,41.555,17.094,8291.84,96.707285156,0,0.0,0.301,50.55,0
Wed Sep 16 22:32:43 2020,6.209,41.724,16.226,8286.72,96.702027343,0,0.0,0.513,47.53,0
Wed Sep 16 22:32:50 2020,6.207,41.832,17.021,8657.92,96.703589843,0,0.0,0.352,49.53,0
Wed Sep 16 22:32:57 2020,6.207,41.951,16.549,8330.24,96.702675781,0,0.0,0.463,47.66,0
Wed Sep 16 22:33:04 2020,6.209,41.958,17.176,8227.84,96.702,0,0.0,0.271,52.59,0
Wed Sep 16 22:33:11 2020,6.21,41.855,17.639,8250.88,96.70278125,0,0.0,0.283,52.67,0
Wed Sep 16 22:33:18 2020,6.206,41.802,17.985,8273.92,96.7019375,0,0.0,0.282,52.28,0
Wed Sep 16 22:33:25 2020,6.209,41.855,17.034,8263.68,96.700222656,0,0.0,0.427,49.52,0
Wed Sep 16 22:33:32 2020,6.208,41.681,17.887,8360.96,96.701972656,0,0.0,0.37,49.66,0
Wed Sep 16 22:33:39 2020,6.209,41.729,16.772,8209.92,96.700484375,0,0.0,0.31,51.84,0
Wed Sep 16 22:33:46 2020,6.211,41.671,17.036,8204.8,96.700484375,0,0.0,0.287,52.83,0
Wed Sep 16 22:33:53 2020,6.206,41.654,17.657,8207.36,96.699214843,0,0.0,0.229,54.25,0
Wed Sep 16 22:34:00 2020,6.203,41.722,19.194,8225.28,96.703121093,0,0.0,0.185,55.41,0
Wed Sep 16 22:34:07 2020,6.209,41.744,20.297,8174.08,96.701847656,0,0.0,0.568,47.82,0
Wed Sep 16 22:34:14 2020,6.206,41.802,21.675,8204.8,96.700144531,0,0.0,0.219,54.65,0
Wed Sep 16 22:34:21 2020,6.211,41.719,18.225,8204.8,96.69965625,0,0.0,0.376,49.92,0
Wed Sep 16 22:34:28 2020,6.21,41.812,16.368,8202.24,96.698015625,0,0.0,0.353,50.89,0
Wed Sep 16 22:34:35 2020,6.207,41.83,15.158,8176.64,96.699148437,0,0.0,0.255,53.22,0
Wed Sep 16 22:34:42 2020,6.209,41.817,16.801,8133.12,96.697769531,0,0.0,0.222,54.51,0
Wed Sep 16 22:34:49 2020,6.209,41.815,19.387,8071.68,96.699625,0,0.0,0.451,49.05,0
Wed Sep 16 22:34:56 2020,6.209,41.782,23.094,8089.6,96.700328125,0,0.0,0.826,46.82,0
Wed Sep 16 22:35:03 2020,6.209,41.86,18.017,8079.36,96.699042968,0,0.0,0.725,45.94,0
Wed Sep 16 22:35:10 2020,6.208,41.928,16.993,8056.32,96.699777343,0,0.0,0.562,46.4,0
Wed Sep 16 22:35:17 2020,6.21,41.976,17.333,8046.08,96.696945312,0,0.0,0.643,45.89,0
Wed Sep 16 22:35:24 2020,6.209,41.958,16.596,8033.28,96.698152343,0,0.0,0.736,46.13,0
Wed Sep 16 22:35:32 2020,6.207,41.915,15.856,8107.52,96.698,0,0.0,0.572,45.63,0
Wed Sep 16 22:35:39 2020,6.205,41.983,15.196,8084.48,96.698179687,0,0.0,0.349,48.47,0
Wed Sep 16 22:35:46 2020,6.204,42.021,16.665,8056.32,96.697410156,0,0.0,0.232,53.01,0
Wed Sep 16 22:35:53 2020,6.208,42.104,15.892,7982.08,96.700183593,0,0.0,0.311,51.42,0
Wed Sep 16 22:36:00 2020,6.207,42.137,16.348,8087.04,96.696546875,0,0.0,0.246,53.58,0
Wed Sep 16 22:36:07 2020,6.208,42.079,16.453,8174.08,96.699984375,0,0.0,0.278,52.99,0
Wed Sep 16 22:36:14 2020,6.208,42.066,16.925,8163.84,96.696460937,0,0.0,0.286,52.64,0
Wed Sep 16 22:36:21 2020,6.208,41.983,17.243,8071.68,96.697367187,0,0.0,0.268,52.98,0
Wed Sep 16 22:36:28 2020,6.207,41.941,17.288,8092.16,96.697554687,0,0.0,0.355,50.61,0
Wed Sep 16 22:36:35 2020,6.208,41.847,18.955,8235.52,96.697125,0,0.0,0.268,52.88,0
Wed Sep 16 22:36:42 2020,6.208,41.764,18.356,8209.92,96.698429687,0,0.0,0.487,47.61,0
Wed Sep 16 22:36:49 2020,6.206,41.792,18.919,8199.68,96.698996093,0,0.0,0.525,48.33,0
Wed Sep 16 22:36:56 2020,6.21,41.82,18.957,8314.88,96.699136718,0,0.0,0.586,47.2,0
Wed Sep 16 22:37:03 2020,6.208,41.822,17.317,8322.56,96.697511718,0,0.0,0.574,46.56,0
Wed Sep 16 22:37:10 2020,6.21,41.835,16.07,8719.36,96.694503906,0,0.0,0.296,51.26,0
Wed Sep 16 22:37:17 2020,6.208,41.938,17.195,8524.8,96.696742187,0,0.0,0.254,53.66,0
Wed Sep 16 22:37:24 2020,6.205,41.986,16.577,8632.32,96.698105468,0,0.0,0.496,48.22,0
Wed Sep 16 22:37:31 2020,6.206,42.024,17.756,8376.32,96.697183593,0,0.0,0.768,46.42,0
Wed Sep 16 22:37:38 2020,6.209,42.036,16.461,8294.4,96.697292968,0,0.0,0.499,48.09,0
Wed Sep 16 22:37:45 2020,6.207,42.114,17.607,8212.48,96.697015625,0,0.0,0.433,46.74,0
Wed Sep 16 22:37:52 2020,6.208,42.077,19.03,8570.88,96.697769531,0,0.0,0.541,46.55,0
Wed Sep 16 22:37:59 2020,6.205,41.968,17.884,8448.0,96.697449218,0,0.0,0.302,50.71,0
Wed Sep 16 22:38:06 2020,6.206,41.971,18.557,8417.28,96.697304687,0,0.0,0.375,48.63,0
Wed Sep 16 22:38:13 2020,6.212,42.069,18.0,8770.56,96.695355468,0,0.0,0.208,54.52,0
Wed Sep 16 22:38:20 2020,6.206,42.082,17.639,8647.68,96.693714843,0,0.0,0.247,53.8,0
Wed Sep 16 22:38:27 2020,6.208,42.079,17.292,8368.64,96.69359375,0,0.0,0.293,52.43,0
Wed Sep 16 22:38:34 2020,6.211,42.011,17.434,8488.96,96.692703125,0,0.0,0.196,55.17,0
Wed Sep 16 22:38:41 2020,6.208,42.049,16.426,8483.84,96.692835937,0,0.0,0.218,54.78,0
Wed Sep 16 22:38:49 2020,6.207,42.117,16.928,8563.2,96.692242187,0,0.0,0.165,56.7,0
Wed Sep 16 22:38:56 2020,6.209,42.306,16.954,8957.44,96.694753906,0,0.0,0.227,55.18,0
Wed Sep 16 22:39:03 2020,6.209,42.268,16.333,8908.8,96.694265625,0,0.0,0.243,54.65,0
Wed Sep 16 22:39:10 2020,6.208,42.185,17.131,8832.0,96.694445312,0,0.0,0.231,55.16,0
Wed Sep 16 22:39:17 2020,6.207,42.207,18.359,8808.96,96.69009375,0,0.0,0.557,48.58,0
Wed Sep 16 22:39:24 2020,6.21,42.245,17.424,8565.76,96.694574218,0,0.0,0.501,47.59,0
Wed Sep 16 22:39:31 2020,6.209,42.348,17.309,8614.4,96.691671875,0,0.0,0.592,47.05,0
Wed Sep 16 22:39:38 2020,6.206,42.356,17.835,8552.96,96.689945312,0,0.0,0.226,53.99,0
Wed Sep 16 22:39:45 2020,6.209,42.449,17.974,8842.24,96.694195312,0,0.0,0.35,50.98,0
Wed Sep 16 22:39:52 2020,6.206,42.457,19.392,8616.96,96.693527343,0,0.0,0.336,50.83,0
Wed Sep 16 22:39:59 2020,6.208,42.298,16.598,8701.44,96.691378906,0,0.0,0.37,49.54,0
Wed Sep 16 22:40:06 2020,6.209,42.134,16.035,8527.36,96.691433593,0,0.0,0.307,51.65,0
Wed Sep 16 22:40:13 2020,6.207,42.082,16.592,8629.76,96.68940625,0,0.0,0.253,52.94,0
Wed Sep 16 22:40:20 2020,6.209,42.119,17.207,8586.24,96.691253906,0,0.0,0.209,55.13,0
Wed Sep 16 22:40:27 2020,6.208,42.137,17.294,8757.76,96.692082031,0,0.0,0.257,53.88,0
Wed Sep 16 22:40:34 2020,6.208,42.134,16.941,8837.12,96.692234375,0,0.0,0.302,52.67,0
Wed Sep 16 22:40:41 2020,6.209,42.157,18.243,8729.6,96.693835937,0,0.0,0.283,52.71,0
Wed Sep 16 22:40:48 2020,6.208,42.245,17.46,8778.24,96.693152343,0,0.0,0.248,54.43,0
Wed Sep 16 22:40:55 2020,6.206,42.429,17.797,8724.48,96.689355468,0,0.0,0.504,48.11,0
Wed Sep 16 22:41:02 2020,6.209,42.517,15.989,8744.96,96.692246093,0,0.0,0.192,55.04,0
Wed Sep 16 22:41:09 2020,6.211,42.635,17.712,8768.0,96.694703125,0,0.0,0.481,48.99,0
Wed Sep 16 22:41:16 2020,6.205,42.779,17.5,8744.96,96.694847656,0,0.0,0.23,53.74,0
Wed Sep 16 22:41:23 2020,6.209,42.928,17.608,8752.64,96.690355468,0,0.0,0.489,48.77,0
Wed Sep 16 22:41:30 2020,6.211,43.011,16.905,8752.64,96.687855468,0,0.0,0.346,50.46,0
Wed Sep 16 22:41:37 2020,6.209,42.968,17.095,8742.4,96.686984375,0,0.0,0.205,54.67,0
Wed Sep 16 22:41:44 2020,6.206,43.126,17.658,8665.6,96.688246093,0,0.0,0.182,55.72,0
Wed Sep 16 22:41:51 2020,6.208,43.154,16.229,8501.76,96.687699218,0,0.0,0.239,54.3,0
Wed Sep 16 22:41:59 2020,6.207,43.096,16.432,8486.4,96.686859375,0,0.0,0.257,53.3,0
Wed Sep 16 22:42:06 2020,6.207,43.174,16.995,8565.76,96.689449218,0,0.0,0.234,53.25,0
Wed Sep 16 22:42:13 2020,6.209,43.272,16.358,8535.04,96.687398437,0,0.0,0.315,51.04,0
Wed Sep 16 22:42:20 2020,6.207,43.401,16.955,8432.64,96.684902343,0,0.0,0.227,54.47,0
Wed Sep 16 22:42:27 2020,6.207,43.449,17.311,8322.56,96.688828125,0,0.0,0.192,55.67,0
Wed Sep 16 22:42:34 2020,6.209,43.512,16.885,8238.08,96.686066406,0,0.0,0.548,47.73,0
Wed Sep 16 22:42:41 2020,6.207,43.549,16.123,8202.24,96.685183593,0,0.0,0.376,48.95,0
Wed Sep 16 22:42:48 2020,6.209,43.456,16.061,8110.08,96.681953125,0,0.0,0.34,49.54,0
Wed Sep 16 22:42:55 2020,6.208,43.398,15.022,8040.96,96.682675781,0,0.0,0.346,49.33,0
Wed Sep 16 22:43:02 2020,6.208,43.139,15.298,7964.16,96.681902343,0,0.0,0.285,51.28,0
Wed Sep 16 22:43:09 2020,6.205,43.242,15.803,7912.96,96.679589843,0,0.0,0.384,48.14,0
Wed Sep 16 22:43:16 2020,6.209,43.209,16.128,7851.52,96.682589843,0,0.0,0.181,54.66,0
Wed Sep 16 22:43:23 2020,6.208,43.338,16.191,7800.32,96.684371093,0,0.0,0.219,53.72,0
Wed Sep 16 22:43:30 2020,6.209,43.401,16.494,7769.6,96.683863281,0,0.0,0.344,50.12,0
Wed Sep 16 22:43:37 2020,6.209,43.444,16.133,7738.88,96.682699218,0,0.0,0.168,54.88,0
Wed Sep 16 22:43:44 2020,6.208,43.497,15.908,7713.28,96.684269531,0,0.0,0.199,54.91,0
Wed Sep 16 22:43:51 2020,6.207,43.509,15.626,7692.8,96.682308593,0,0.0,0.246,53.38,0
Wed Sep 16 22:43:58 2020,6.207,43.502,16.482,7672.32,96.685003906,0,0.0,0.296,51.8,0
Wed Sep 16 22:44:05 2020,6.207,43.489,15.107,7656.96,96.684289062,0,0.0,0.348,50.22,0
Wed Sep 16 22:44:12 2020,6.208,43.502,15.524,7644.16,96.681097656,0,0.0,0.206,54.64,0
Wed Sep 16 22:44:19 2020,6.211,43.484,15.083,7626.24,96.681875,0,0.0,0.277,52.62,0
Wed Sep 16 22:44:26 2020,6.21,43.497,16.076,7613.44,96.680878906,0,0.0,0.204,54.94,0
Wed Sep 16 22:44:33 2020,6.205,43.519,15.666,7598.08,96.68290625,0,0.0,0.18,55.96,0
Wed Sep 16 22:44:40 2020,6.208,43.446,16.641,7582.72,96.677558593,0,0.0,0.173,56.41,0
Wed Sep 16 22:44:47 2020,6.209,43.62,16.224,7580.16,96.676988281,0,0.0,0.161,56.96,0
Wed Sep 16 22:44:54 2020,6.209,43.673,16.915,7569.92,96.674867187,0,0.0,0.165,57.04,0
Wed Sep 16 22:45:01 2020,6.21,43.796,16.975,7564.8,96.677335937,0,0.0,0.154,57.42,0
Wed Sep 16 22:45:08 2020,6.208,43.899,16.458,7557.12,96.677480468,0,0.0,0.173,57.16,0
Wed Sep 16 22:45:16 2020,6.209,43.972,16.664,7559.68,96.677027343,0,0.0,0.176,57.13,0
Wed Sep 16 22:45:23 2020,6.208,43.99,19.354,7559.68,96.678640625,0,0.0,0.228,55.28,0
Wed Sep 16 22:45:30 2020,6.209,44.003,19.544,7557.12,96.680664062,0,0.0,0.235,55.27,0
Wed Sep 16 22:45:37 2020,6.207,44.076,20.62,7552.0,96.681488281,0,0.0,0.296,53.21,0
Wed Sep 16 22:45:44 2020,6.208,43.942,20.365,7557.12,96.680363281,0,0.0,0.219,55.14,0
Wed Sep 16 22:45:51 2020,6.205,44.035,19.583,7575.04,96.67896875,0,0.0,0.202,56.28,0
