EarthPod Sensor Log
Created: Wed Jun 24 01:17:26 2020

Measurement Time,Time Step (s),Temperature (C),Humidity (%),Light (lux),Pressure (kPa),Wind (m/s)
Wed Jun 24 03:01:52 2020,6.92,33.806,29.277,16051.2,95.785050781,0.0
Wed Jun 24 03:01:59 2020,6.919,33.783,27.413,15938.56,95.778132812,0.0
Wed Jun 24 03:02:06 2020,6.92,33.67,27.912,15984.64,95.779394531,0.0
Wed Jun 24 03:02:13 2020,6.919,33.693,27.908,15902.72,95.779328125,0.0
Wed Jun 24 03:02:20 2020,6.919,33.645,29.426,15943.68,95.778496093,0.0
Wed Jun 24 03:02:27 2020,6.921,33.642,29.91,15984.64,95.782488281,0.0
Wed Jun 24 03:02:34 2020,6.92,33.63,30.137,15959.04,95.780390625,0.0
Wed Jun 24 03:02:41 2020,6.92,33.632,33.477,15928.32,95.785816406,0.0
Wed Jun 24 03:02:48 2020,6.92,33.715,33.348,15887.36,95.786582031,0.0
Wed Jun 24 03:02:55 2020,6.919,33.793,29.913,16936.96,95.782324218,0.0
Wed Jun 24 03:03:01 2020,6.92,33.745,30.186,17280.0,95.780492187,0.0
Wed Jun 24 03:03:08 2020,6.93,33.773,34.851,17761.28,95.778757812,0.0
Wed Jun 24 03:03:15 2020,6.919,33.73,33.451,17136.64,95.779183593,0.0
Wed Jun 24 03:03:22 2020,6.918,33.647,34.933,16460.8,95.780175781,0.0
Wed Jun 24 03:03:29 2020,6.92,33.584,34.019,16998.4,95.782242187,0.0
Wed Jun 24 03:03:36 2020,6.921,33.592,33.221,18022.4,95.785664062,0.0
Wed Jun 24 03:03:43 2020,6.919,33.569,33.702,17377.28,95.786921875,0.0
Wed Jun 24 03:03:50 2020,6.919,33.567,32.745,16967.68,95.788089843,0.0
Wed Jun 24 03:03:57 2020,6.92,33.564,32.777,16737.28,95.788910156,0.0
Wed Jun 24 03:04:04 2020,6.92,33.536,35.522,16542.72,95.786152343,0.0
Wed Jun 24 03:04:11 2020,6.92,33.514,37.232,16261.12,95.787148437,0.0
Wed Jun 24 03:04:18 2020,6.929,33.521,34.24,16189.44,95.785980468,0.0
Wed Jun 24 03:04:25 2020,6.92,33.514,32.502,16025.6,95.782195312,0.0
Wed Jun 24 03:04:31 2020,6.92,33.526,33.987,16040.96,95.780566406,0.0
Wed Jun 24 03:04:38 2020,6.922,33.529,29.609,16061.44,95.779074218,0.0
Wed Jun 24 03:04:45 2020,6.92,33.471,27.825,16092.16,95.781175781,0.0
Wed Jun 24 03:04:52 2020,6.919,33.499,28.895,16046.08,95.779011718,0.0
Wed Jun 24 03:04:59 2020,6.921,33.557,28.585,16040.96,95.783007812,0.0
Wed Jun 24 03:05:06 2020,6.921,33.61,27.534,16163.84,95.778886718,0.0
Wed Jun 24 03:05:13 2020,6.969,33.667,30.035,16128.0,95.779320312,0.0
Wed Jun 24 03:05:20 2020,6.92,33.71,27.574,16102.4,95.779757812,0.0
Wed Jun 24 03:05:27 2020,6.92,33.738,33.575,16168.96,95.784152343,0.0
Wed Jun 24 03:05:34 2020,6.919,33.856,35.984,17049.6,95.783882812,0.0
Wed Jun 24 03:05:41 2020,6.92,33.894,37.286,16655.36,95.78840625,0.0
Wed Jun 24 03:05:48 2020,6.919,33.806,35.145,17177.6,95.784585937,0.0
Wed Jun 24 03:05:55 2020,6.92,33.813,32.125,17587.2,95.783089843,0.0
Wed Jun 24 03:06:01 2020,6.919,33.866,33.058,17602.56,95.786777343,0.0
Wed Jun 24 03:06:08 2020,6.919,33.844,33.169,17469.44,95.778886718,0.0
Wed Jun 24 03:06:15 2020,6.92,33.705,31.44,17505.28,95.781839843,0.0
Wed Jun 24 03:06:22 2020,6.92,33.667,33.975,17295.36,95.78621875,0.0
Wed Jun 24 03:06:29 2020,6.92,33.655,33.341,17694.72,95.783191406,0.0
Wed Jun 24 03:06:36 2020,6.92,33.542,31.857,17976.32,95.78690625,0.0
Wed Jun 24 03:06:43 2020,6.92,33.463,34.681,18037.76,95.783910156,0.0
Wed Jun 24 03:06:50 2020,6.92,33.461,34.213,18385.92,95.787765625,0.0
Wed Jun 24 03:06:57 2020,6.92,33.509,34.904,17689.6,95.787828125,0.0
Wed Jun 24 03:07:04 2020,6.92,33.406,33.032,17213.44,95.786179687,0.0
Wed Jun 24 03:07:11 2020,6.92,33.413,32.368,17853.44,95.786648437,0.0
Wed Jun 24 03:07:18 2020,6.92,33.431,34.347,18560.0,95.786347656,0.0
Wed Jun 24 03:07:24 2020,6.923,33.403,34.666,17464.32,95.784414062,0.0
Wed Jun 24 03:07:31 2020,6.92,33.39,35.064,18119.68,95.783421875,0.0
Wed Jun 24 03:07:38 2020,6.92,33.403,34.892,18032.64,95.78634375,0.0
Wed Jun 24 03:07:45 2020,6.92,33.385,32.531,18600.96,95.785839843,0.0
Wed Jun 24 03:07:52 2020,6.919,33.393,32.942,18288.64,95.786011718,0.0
Wed Jun 24 03:07:59 2020,6.92,33.33,33.682,18042.88,95.785945312,0.0
Wed Jun 24 03:08:06 2020,6.92,33.443,34.336,18196.48,95.78575,0.0
Wed Jun 24 03:08:13 2020,6.919,33.436,35.891,17920.0,95.785507812,0.0
Wed Jun 24 03:08:20 2020,6.921,33.428,34.959,17848.32,95.783210937,0.0
Wed Jun 24 03:08:27 2020,6.92,33.406,35.049,18078.72,95.782972656,0.0
Wed Jun 24 03:08:34 2020,6.92,33.282,33.32,17495.04,95.783890625,0.0
Wed Jun 24 03:08:41 2020,6.92,33.219,36.148,17960.96,95.788050781,0.0
Wed Jun 24 03:08:48 2020,6.92,33.328,36.344,18534.4,95.784128906,0.0
Wed Jun 24 03:08:54 2020,6.92,33.365,35.708,18375.68,95.781007812,0.0
Wed Jun 24 03:09:01 2020,6.92,33.277,36.83,17971.2,95.782242187,0.0
Wed Jun 24 03:09:08 2020,6.918,33.385,33.862,18135.04,95.781214843,0.0
Wed Jun 24 03:09:15 2020,6.92,33.368,36.112,18242.56,95.782777343,0.0
Wed Jun 24 03:09:22 2020,6.919,33.37,35.671,18442.24,95.783910156,0.0
Wed Jun 24 03:09:29 2020,6.919,33.448,36.033,18672.64,95.785851562,0.0
Wed Jun 24 03:09:36 2020,6.919,33.456,36.95,18452.48,95.784761718,0.0
Wed Jun 24 03:09:43 2020,6.931,33.514,36.613,18416.64,95.781246093,0.0
Wed Jun 24 03:09:50 2020,6.92,33.506,33.831,18631.68,95.780125,0.0
Wed Jun 24 03:09:57 2020,6.92,33.509,37.242,18816.0,95.784886718,0.0
Wed Jun 24 03:10:04 2020,6.921,33.652,38.153,18211.84,95.784101562,0.0
Wed Jun 24 03:10:11 2020,6.92,33.675,35.191,18800.64,95.781738281,0.0
Wed Jun 24 03:10:18 2020,6.965,33.667,33.309,18585.6,95.778847656,0.0
Wed Jun 24 03:10:24 2020,6.92,33.604,34.483,18575.36,95.783,0.0
Wed Jun 24 03:10:31 2020,6.92,33.683,36.66,19640.32,95.785394531,0.0
Wed Jun 24 03:10:38 2020,6.92,33.675,32.264,18851.84,95.783898437,0.0
Wed Jun 24 03:10:45 2020,6.92,33.597,36.434,18452.48,95.780414062,0.0
Wed Jun 24 03:10:52 2020,6.92,33.68,33.372,18728.96,95.780820312,0.0
Wed Jun 24 03:10:59 2020,6.92,33.698,31.658,18513.92,95.78125,0.0
Wed Jun 24 03:11:06 2020,6.92,33.771,35.096,18611.2,95.781148437,0.0
Wed Jun 24 03:11:13 2020,6.92,33.834,35.848,18324.48,95.78175,0.0
Wed Jun 24 03:11:20 2020,6.92,33.735,37.977,17971.2,95.781152343,0.0
Wed Jun 24 03:11:27 2020,6.92,33.753,36.105,18216.96,95.782082031,0.0
Wed Jun 24 03:11:34 2020,6.92,33.69,35.218,18063.36,95.780984375,0.0
Wed Jun 24 03:11:41 2020,6.919,33.763,34.466,18606.08,95.781585937,0.0
Wed Jun 24 03:11:48 2020,6.922,33.776,35.466,18181.12,95.782617187,0.0
Wed Jun 24 03:11:54 2020,6.919,33.788,33.947,18298.88,95.781785156,0.0
Wed Jun 24 03:12:01 2020,6.92,33.821,34.138,18447.36,95.784484375,0.0
Wed Jun 24 03:12:08 2020,6.92,33.818,34.933,17966.08,95.784546875,0.0
Wed Jun 24 03:12:15 2020,6.92,33.841,33.146,18606.08,95.781988281,0.0
Wed Jun 24 03:12:22 2020,6.92,33.859,35.324,17986.56,95.782324218,0.0
Wed Jun 24 03:12:29 2020,6.92,33.851,33.033,19266.56,95.7795625,0.0
Wed Jun 24 03:12:36 2020,6.92,33.753,32.299,19015.68,95.777171875,0.0
Wed Jun 24 03:12:43 2020,6.919,33.861,32.652,18513.92,95.776402343,0.0
Wed Jun 24 03:12:50 2020,6.92,33.763,32.586,19266.56,95.78165625,0.0
Wed Jun 24 03:12:57 2020,6.92,33.796,33.68,18150.4,95.784546875,0.0
Wed Jun 24 03:13:04 2020,6.919,33.874,33.2,18237.44,95.782054687,0.0
Wed Jun 24 03:13:11 2020,6.92,33.851,34.883,18073.6,95.784382812,0.0
Wed Jun 24 03:13:17 2020,6.92,33.854,35.961,18119.68,95.783554687,0.0
Wed Jun 24 03:13:24 2020,6.919,33.902,32.896,18862.08,95.78115625,0.0
Wed Jun 24 03:13:31 2020,6.917,33.924,34.835,18196.48,95.777171875,0.0
Wed Jun 24 03:13:38 2020,6.92,33.902,31.15,18682.88,95.781125,0.0
Wed Jun 24 03:13:45 2020,6.92,33.934,32.708,18652.16,95.7765,0.0
Wed Jun 24 03:13:52 2020,6.919,33.897,35.224,19276.8,95.783089843,0.0
Wed Jun 24 03:13:59 2020,6.92,33.899,33.422,19215.36,95.779261718,0.0
Wed Jun 24 03:14:06 2020,6.92,33.932,32.035,19020.8,95.779664062,0.0
Wed Jun 24 03:14:13 2020,6.919,33.899,35.189,18990.08,95.779164062,0.0
Wed Jun 24 03:14:20 2020,6.92,33.942,35.282,19072.0,95.779496093,0.0
Wed Jun 24 03:14:27 2020,6.92,33.899,36.102,24340.48,95.787308593,0.0
Wed Jun 24 03:14:35 2020,7.953,33.876,32.942,24893.44,95.790234375,0.0
Wed Jun 24 03:14:42 2020,6.921,33.889,34.207,20352.0,95.788039062,0.0
Wed Jun 24 03:14:48 2020,6.92,33.957,32.044,18810.88,95.780726562,0.0
Wed Jun 24 03:14:55 2020,6.919,33.899,34.716,18846.72,95.784644531,0.0
Wed Jun 24 03:15:02 2020,6.92,33.907,37.568,18657.28,95.785648437,0.0
Wed Jun 24 03:15:09 2020,6.918,33.909,34.722,18882.56,95.78321875,0.0
Wed Jun 24 03:15:16 2020,6.919,33.947,35.704,18846.72,95.782058593,0.0
Wed Jun 24 03:15:23 2020,6.92,33.964,33.609,20305.92,95.785914062,0.0
Wed Jun 24 03:15:30 2020,6.919,33.922,34.449,20188.16,95.786378906,0.0
Wed Jun 24 03:15:37 2020,6.919,33.949,31.378,18769.92,95.7790625,0.0
Wed Jun 24 03:15:44 2020,6.92,33.922,32.566,19317.76,95.789070312,0.0
Wed Jun 24 03:15:51 2020,6.919,33.904,35.546,20305.92,95.790300781,0.0
Wed Jun 24 03:15:58 2020,6.92,33.922,35.935,19107.84,95.786710937,0.0
Wed Jun 24 03:16:05 2020,6.92,33.975,32.696,19210.24,95.788039062,0.0
Wed Jun 24 03:16:11 2020,6.919,33.886,32.173,18795.52,95.784382812,0.0
Wed Jun 24 03:16:18 2020,6.921,33.904,31.5,19097.6,95.785378906,0.0
Wed Jun 24 03:16:25 2020,6.92,33.851,31.126,18595.84,95.78478125,0.0
Wed Jun 24 03:16:32 2020,6.92,33.768,31.774,18826.24,95.783117187,0.0
Wed Jun 24 03:16:39 2020,6.92,33.826,32.966,18524.16,95.7868125,0.0
Wed Jun 24 03:16:46 2020,6.919,33.849,34.082,18785.28,95.785378906,0.0
Wed Jun 24 03:16:53 2020,6.92,33.806,32.041,18539.52,95.785214843,0.0
Wed Jun 24 03:17:00 2020,6.919,33.813,32.482,18688.0,95.782925781,0.0
Wed Jun 24 03:17:07 2020,6.92,33.75,32.81,18288.64,95.778566406,0.0
Wed Jun 24 03:17:14 2020,6.92,33.778,34.295,18657.28,95.780128906,0.0
Wed Jun 24 03:17:21 2020,6.92,33.891,31.904,19681.28,95.784324218,0.0
Wed Jun 24 03:17:28 2020,6.922,33.884,32.116,18785.28,95.77690625,0.0
Wed Jun 24 03:17:35 2020,6.92,33.907,34.73,18944.0,95.775605468,0.0
Wed Jun 24 03:17:41 2020,6.92,34.035,33.828,18519.04,95.775808593,0.0
Wed Jun 24 03:17:48 2020,6.92,34.063,29.795,18923.52,95.777769531,0.0
Wed Jun 24 03:17:55 2020,6.92,33.929,34.024,18892.8,95.776601562,0.0
Wed Jun 24 03:18:02 2020,6.92,34.048,33.906,19174.4,95.774839843,0.0
Wed Jun 24 03:18:09 2020,6.92,34.095,34.271,19676.16,95.775273437,0.0
Wed Jun 24 03:18:16 2020,6.92,34.138,31.254,19153.92,95.774105468,0.0
Wed Jun 24 03:18:23 2020,6.92,34.08,28.381,18867.2,95.772277343,0.0
Wed Jun 24 03:18:30 2020,6.92,34.073,27.912,19051.52,95.773734375,0.0
Wed Jun 24 03:18:37 2020,6.921,34.085,27.828,19205.12,95.773070312,0.0
Wed Jun 24 03:18:44 2020,6.92,34.143,30.079,19179.52,95.776164062,0.0
Wed Jun 24 03:18:51 2020,6.92,34.221,31.341,19230.72,95.775125,0.0
Wed Jun 24 03:18:58 2020,6.92,34.224,29.505,18990.08,95.774957031,0.0
Wed Jun 24 03:19:04 2020,6.921,34.282,33.514,19107.84,95.776480468,0.0
Wed Jun 24 03:19:11 2020,6.92,34.239,27.864,18928.64,95.774652343,0.0
Wed Jun 24 03:19:18 2020,6.92,34.272,28.433,19307.52,95.775714843,0.0
Wed Jun 24 03:19:25 2020,6.919,34.35,34.703,19287.04,95.777710937,0.0
Wed Jun 24 03:19:32 2020,6.92,34.302,34.167,19102.72,95.780542968,0.0
Wed Jun 24 03:19:39 2020,6.92,34.274,36.549,19061.76,95.776777343,0.0
Wed Jun 24 03:19:46 2020,6.92,34.327,34.985,19046.4,95.776277343,0.0
Wed Jun 24 03:19:53 2020,6.92,34.37,32.856,18974.72,95.775605468,0.0
Wed Jun 24 03:20:00 2020,6.921,34.357,33.819,19036.16,95.776898437,0.0
Wed Jun 24 03:20:07 2020,6.92,34.435,34.08,18979.84,95.77459375,0.0
Wed Jun 24 03:20:14 2020,6.92,34.478,30.31,18821.12,95.774886718,0.0
Wed Jun 24 03:20:21 2020,6.919,34.425,32.664,18949.12,95.772621093,0.0
Wed Jun 24 03:20:28 2020,6.92,34.518,32.846,18928.64,95.775386718,0.0
Wed Jun 24 03:20:34 2020,6.92,34.491,33.485,20259.84,95.778925781,0.0
Wed Jun 24 03:20:41 2020,6.92,34.428,33.673,23418.88,95.779828125,0.0
Wed Jun 24 03:20:48 2020,6.921,34.39,34.651,23521.28,95.782363281,0.0
Wed Jun 24 03:20:55 2020,6.92,34.377,35.214,23152.64,95.779640625,0.0
Wed Jun 24 03:21:02 2020,6.92,34.299,35.008,20602.88,95.778382812,0.0
Wed Jun 24 03:21:09 2020,6.92,34.267,36.242,20828.16,95.775816406,0.0
Wed Jun 24 03:21:17 2020,7.961,34.335,35.163,20142.08,95.775292968,0.0
Wed Jun 24 03:21:24 2020,6.919,34.236,34.069,20019.2,95.775125,0.0
Wed Jun 24 03:21:31 2020,6.92,34.274,35.383,19527.68,95.773398437,0.0
Wed Jun 24 03:21:38 2020,6.919,34.312,34.326,19148.8,95.773792968,0.0
Wed Jun 24 03:21:45 2020,6.92,34.259,34.919,19281.92,95.775949218,0.0
Wed Jun 24 03:21:52 2020,6.92,34.332,36.84,19573.76,95.774949218,0.0
Wed Jun 24 03:21:59 2020,6.92,34.345,34.956,19189.76,95.772621093,0.0
Wed Jun 24 03:22:05 2020,6.92,34.246,36.386,19363.84,95.775671875,0.0
Wed Jun 24 03:22:12 2020,6.92,34.345,36.439,19522.56,95.7734375,0.0
Wed Jun 24 03:22:19 2020,6.921,34.463,36.706,19527.68,95.772328125,0.0
Wed Jun 24 03:22:26 2020,6.908,34.506,38.423,19645.44,95.777167968,0.0
Wed Jun 24 03:22:33 2020,6.92,34.559,35.827,19655.68,95.773496093,0.0
Wed Jun 24 03:22:40 2020,6.92,34.697,31.501,19389.44,95.773386718,0.0
Wed Jun 24 03:22:47 2020,6.92,34.74,32.54,19307.52,95.767808593,0.0
Wed Jun 24 03:22:54 2020,6.92,34.773,28.889,19297.28,95.767410156,0.0
Wed Jun 24 03:23:01 2020,6.92,34.815,28.103,19287.04,95.765957031,0.0
Wed Jun 24 03:23:08 2020,6.92,34.954,28.123,19256.32,95.7635,0.0
Wed Jun 24 03:23:15 2020,6.92,35.002,28.372,19225.6,95.765742187,0.0
Wed Jun 24 03:23:22 2020,6.92,35.035,27.238,19246.08,95.763753906,0.0
Wed Jun 24 03:23:28 2020,6.92,35.133,27.99,19343.36,95.764324218,0.0
Wed Jun 24 03:23:35 2020,6.921,35.231,28.022,19558.4,95.766867187,0.0
Wed Jun 24 03:23:42 2020,6.918,35.188,28.271,19573.76,95.768199218,0.0
Wed Jun 24 03:23:49 2020,6.92,35.226,28.66,19425.28,95.76646875,0.0
Wed Jun 24 03:23:56 2020,6.92,35.228,26.348,19297.28,95.761871093,0.0
Wed Jun 24 03:24:03 2020,6.92,35.296,24.574,19558.4,95.760425781,0.0
Wed Jun 24 03:24:10 2020,6.92,35.334,26.443,19589.12,95.761464843,0.0
Wed Jun 24 03:24:17 2020,6.92,35.332,34.187,19742.72,95.758734375,0.0
Wed Jun 24 03:24:24 2020,6.92,35.364,30.334,20034.56,95.759824218,0.0
Wed Jun 24 03:24:31 2020,6.92,35.327,28.242,19901.44,95.758035156,0.0
Wed Jun 24 03:24:38 2020,6.92,35.314,32.766,20003.84,95.760402343,0.0
Wed Jun 24 03:24:45 2020,6.92,35.412,30.369,19927.04,95.760980468,0.0
Wed Jun 24 03:24:52 2020,6.92,35.369,26.174,20003.84,95.754054687,0.0
Wed Jun 24 03:24:58 2020,6.92,35.432,24.424,19855.36,95.747121093,0.0
Wed Jun 24 03:25:05 2020,6.92,35.47,26.089,23746.56,95.749699218,0.0
Wed Jun 24 03:25:13 2020,7.971,35.468,33.61,29040.64,95.759339843,0.0
Wed Jun 24 03:25:20 2020,6.92,35.48,31.237,27760.64,95.772925781,0.0
Wed Jun 24 03:25:27 2020,6.92,35.246,37.818,27514.88,95.77309375,0.0
Wed Jun 24 03:25:34 2020,6.921,35.102,36.608,23654.4,95.770695312,0.0
Wed Jun 24 03:25:41 2020,6.92,34.838,36.479,24053.76,95.767441406,0.0
Wed Jun 24 03:25:48 2020,6.92,34.674,37.5,24074.24,95.767609375,0.0
Wed Jun 24 03:25:55 2020,6.921,34.612,33.894,25548.8,95.767273437,0.0
Wed Jun 24 03:26:02 2020,6.921,34.513,32.589,23275.52,95.768277343,0.0
Wed Jun 24 03:26:09 2020,6.921,34.637,31.465,24033.28,95.767382812,0.0
Wed Jun 24 03:26:16 2020,6.92,34.725,31.668,25190.4,95.764621093,0.0
Wed Jun 24 03:26:24 2020,7.955,34.768,30.989,23009.28,95.762832031,0.0
Wed Jun 24 03:26:30 2020,6.92,34.76,31.619,24391.68,95.765164062,0.0
Wed Jun 24 03:26:37 2020,6.92,34.727,30.555,23941.12,95.769160156,0.0
Wed Jun 24 03:26:44 2020,6.92,34.72,33.401,24176.64,95.773390625,0.0
Wed Jun 24 03:26:51 2020,6.921,34.672,35.801,23859.2,95.768003906,0.0
Wed Jun 24 03:26:58 2020,6.926,34.705,34.136,24299.52,95.776363281,0.0
Wed Jun 24 03:27:05 2020,6.92,34.591,32.075,23285.76,95.766738281,0.0
Wed Jun 24 03:27:12 2020,6.92,34.654,31.442,22804.48,95.764,0.0
Wed Jun 24 03:27:19 2020,6.92,34.697,33.338,23941.12,95.768757812,0.0
Wed Jun 24 03:27:26 2020,6.919,34.669,34.094,22466.56,95.768546875,0.0
Wed Jun 24 03:27:33 2020,6.92,34.702,33.946,22159.36,95.768601562,0.0
Wed Jun 24 03:27:41 2020,7.992,34.805,32.223,23173.12,95.767550781,0.0
Wed Jun 24 03:27:48 2020,6.921,34.878,34.947,23511.04,95.769570312,0.0
Wed Jun 24 03:27:55 2020,6.921,34.911,32.87,22947.84,95.768570312,0.0
Wed Jun 24 03:28:02 2020,6.921,34.914,35.588,22312.96,95.772453125,0.0
Wed Jun 24 03:28:08 2020,6.922,34.916,35.772,22589.44,95.770597656,0.0
Wed Jun 24 03:28:16 2020,7.993,34.969,35.926,22763.52,95.769042968,0.0
Wed Jun 24 03:28:23 2020,6.92,35.087,34.875,22814.72,95.772453125,0.0
Wed Jun 24 03:28:30 2020,6.921,35.181,33.607,24197.12,95.769363281,0.0
Wed Jun 24 03:28:37 2020,6.919,35.143,32.223,22169.6,95.767089843,0.0
Wed Jun 24 03:28:45 2020,7.961,35.105,30.775,24729.6,95.770789062,0.0
Wed Jun 24 03:28:52 2020,6.919,35.198,27.621,23644.16,95.765050781,0.0
Wed Jun 24 03:28:59 2020,6.92,35.181,29.118,24053.76,95.766308593,0.0
Wed Jun 24 03:29:06 2020,6.92,35.148,29.193,23408.64,95.764597656,0.0
Wed Jun 24 03:29:14 2020,7.961,35.181,26.692,23746.56,95.765363281,0.0
Wed Jun 24 03:29:21 2020,6.921,35.198,31.967,None,95.766894531,0.0
Wed Jun 24 03:29:29 2020,8.199,35.236,30.311,22896.64,95.76771875,0.0
Wed Jun 24 03:29:36 2020,6.918,35.264,29.461,24483.84,95.768761718,0.0
Wed Jun 24 03:29:43 2020,6.92,35.221,28.282,24074.24,95.767472656,0.0
Wed Jun 24 03:29:50 2020,6.919,35.198,28.659,22343.68,95.765992187,0.0
Wed Jun 24 03:29:57 2020,6.92,35.07,30.256,23848.96,95.766339843,0.0
Wed Jun 24 03:30:05 2020,8.002,35.032,26.379,22712.32,95.766058593,0.0
Wed Jun 24 03:30:12 2020,6.92,35.05,28.669,23879.68,95.765996093,0.0
Wed Jun 24 03:30:19 2020,6.921,35.032,29.528,22743.04,95.771714843,0.0
Wed Jun 24 03:30:25 2020,6.956,35.065,29.545,23705.6,95.771046875,0.0
Wed Jun 24 03:30:32 2020,6.92,35.087,27.038,22784.0,95.766066406,0.0
Wed Jun 24 03:30:39 2020,6.92,35.05,24.424,23746.56,95.766449218,0.0
Wed Jun 24 03:30:46 2020,6.92,35.092,30.923,23173.12,95.770320312,0.0
Wed Jun 24 03:30:53 2020,6.92,35.155,29.499,22999.04,95.769179687,0.0
Wed Jun 24 03:31:00 2020,6.92,35.148,32.824,None,95.768257812,0.0
Wed Jun 24 03:31:08 2020,8.188,35.236,32.823,23470.08,95.771429687,0.0
Wed Jun 24 03:31:15 2020,6.92,35.299,35.656,24238.08,95.771574218,0.0
Wed Jun 24 03:31:22 2020,6.921,35.447,34.852,23459.84,95.7745625,0.0
Wed Jun 24 03:31:29 2020,6.931,35.425,31.542,23152.64,95.769949218,0.0
Wed Jun 24 03:31:36 2020,6.92,35.397,29.908,22487.04,95.764320312,0.0
Wed Jun 24 03:31:43 2020,6.918,35.42,28.228,23009.28,95.766640625,0.0
Wed Jun 24 03:31:50 2020,6.92,35.457,31.272,None,95.765371093,0.0
Wed Jun 24 03:31:58 2020,8.228,35.536,25.75,22865.92,95.763929687,0.0
Wed Jun 24 03:32:05 2020,6.92,35.563,27.342,None,95.762671875,0.0
Wed Jun 24 03:32:13 2020,8.2,35.656,24.172,None,95.757648437,0.0
Wed Jun 24 03:32:21 2020,8.16,35.77,27.009,24064.0,95.759773437,0.0
Wed Jun 24 03:32:28 2020,6.921,35.722,24.542,23040.0,95.753488281,0.0
Wed Jun 24 03:32:35 2020,6.921,35.78,25.306,29204.48,95.768605468,0.0
Wed Jun 24 03:32:42 2020,6.92,35.687,32.199,25722.88,95.766707031,0.0
Wed Jun 24 03:32:49 2020,6.92,35.785,31.849,28231.68,95.775621093,0.0
Wed Jun 24 03:32:56 2020,6.921,35.727,30.819,27525.12,95.771582031,0.0
Wed Jun 24 03:33:03 2020,6.921,35.593,29.747,24207.36,95.764589843,0.0
Wed Jun 24 03:33:10 2020,6.921,35.51,28.536,25006.08,95.766785156,0.0
Wed Jun 24 03:33:17 2020,6.92,35.417,28.776,25569.28,95.772296875,0.0
Wed Jun 24 03:33:24 2020,6.921,35.329,30.056,25456.64,95.770132812,0.0
Wed Jun 24 03:33:31 2020,6.921,35.342,32.13,26449.92,95.768183593,0.0
Wed Jun 24 03:33:37 2020,6.92,35.369,32.711,28958.72,95.778710937,0.0
Wed Jun 24 03:33:44 2020,6.92,35.352,31.739,28446.72,95.777125,0.0
Wed Jun 24 03:33:51 2020,6.92,35.349,34.924,26624.0,95.772367187,0.0
Wed Jun 24 03:33:58 2020,6.92,35.256,32.469,25210.88,95.772921875,0.0
Wed Jun 24 03:34:05 2020,6.921,35.213,33.386,24934.4,95.773992187,0.0
Wed Jun 24 03:34:12 2020,6.92,35.181,29.667,24934.4,95.770296875,0.0
Wed Jun 24 03:34:19 2020,6.929,35.279,29.208,24760.32,95.770171875,0.0
Wed Jun 24 03:34:26 2020,6.921,35.342,29.273,24555.52,95.765925781,0.0
Wed Jun 24 03:34:33 2020,6.92,35.369,28.631,24770.56,95.769730468,0.0
Wed Jun 24 03:34:40 2020,6.92,35.488,32.643,25139.2,95.765167968,0.0
Wed Jun 24 03:34:47 2020,6.921,35.561,32.409,25098.24,95.761875,0.0
Wed Jun 24 03:34:54 2020,6.931,35.558,35.002,25251.84,95.773019531,0.0
Wed Jun 24 03:35:01 2020,6.92,35.671,33.432,26757.12,95.773894531,0.0
Wed Jun 24 03:35:07 2020,6.92,35.76,34.382,24821.76,95.766703125,0.0
Wed Jun 24 03:35:14 2020,6.919,35.666,28.646,29306.88,95.776410156,0.0
Wed Jun 24 03:35:21 2020,6.92,35.553,30.857,29132.8,95.76965625,0.0
Wed Jun 24 03:35:28 2020,6.92,35.44,33.825,29265.92,95.773511718,0.0
Wed Jun 24 03:35:35 2020,6.92,35.311,33.68,29306.88,95.773910156,0.0
Wed Jun 24 03:35:42 2020,6.92,35.153,31.259,29071.36,95.772375,0.0
Wed Jun 24 03:35:49 2020,6.92,35.08,33.268,29153.28,95.775148437,0.0
Wed Jun 24 03:35:56 2020,6.919,35.113,31.744,28876.8,95.774453125,0.0
Wed Jun 24 03:36:03 2020,6.921,35.15,33.067,29276.16,95.775328125,0.0
Wed Jun 24 03:36:10 2020,6.919,35.138,31.414,29265.92,95.768019531,0.0
Wed Jun 24 03:36:17 2020,6.92,35.105,28.892,29378.56,95.768457031,0.0
Wed Jun 24 03:36:24 2020,6.923,35.143,33.123,29286.4,95.772359375,0.0
Wed Jun 24 03:36:30 2020,6.942,35.014,31.715,29255.68,95.774222656,0.0
Wed Jun 24 03:36:37 2020,6.921,34.871,33.279,29081.6,95.776769531,0.0
Wed Jun 24 03:36:44 2020,6.921,34.818,32.505,29050.88,95.776769531,0.0
Wed Jun 24 03:36:51 2020,6.921,34.831,34.725,29184.0,95.778597656,0.0
Wed Jun 24 03:36:58 2020,6.921,34.823,35.893,28815.36,95.777902343,0.0
Wed Jun 24 03:37:05 2020,6.921,34.866,33.877,26716.16,95.774453125,0.0
Wed Jun 24 03:37:12 2020,6.921,34.954,32.334,25743.36,95.77596875,0.0
Wed Jun 24 03:37:19 2020,6.92,35.007,32.08,25886.72,95.7766875,0.0
Wed Jun 24 03:37:26 2020,6.921,35.045,32.572,25671.68,95.779289062,0.0
Wed Jun 24 03:37:33 2020,6.922,35.148,29.946,26132.48,95.77371875,0.0
Wed Jun 24 03:37:40 2020,6.921,35.135,30.397,27535.36,95.775855468,0.0
